src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,proto_num,norm_key,norm_ts,label
192.168.100.135,192.168.100.122,56386,80,6,2025-08-05 02:27:23,15.256276,82.45786848638554,0.6554679529919359,0.32773397649596797,0.32773397649596797,5,5,446,812,130,66,89.2,23.481056194302674,548,66,162.4,192.8,548,66,125.8,142.13078484269337,20201.16,100,100,20,3,1.6951417777777777,10.000143,0.0,3.3626509490199266,15.256263,10.000178,0.0,3.81406575,4.166581313787622,15.256241,10.000172,1e-05,3.81406025,4.16655436515848,3,1,0,0,2,0,0,4,10,0,0,1.0,125.8,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2,162.4,0,5,5,446,812,6,"('192.168.100.122', '80', '192.168.100.135', '56386', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56400,80,6,2025-08-05 02:27:23,15.251635,83.59759461854418,0.6556674087728955,0.32783370438644777,0.32783370438644777,5,5,463,812,113,66,92.6,21.91437884129961,548,66,162.4,192.8,548,66,127.5,141.5770108456878,20044.05,100,100,20,3,1.694626111111111,10.00014,0.0,3.3621017386908596,15.25163,10.000178,0.0,3.8129075,4.166172093361573,15.251596999999999,10.000174,3e-05,3.81289925,4.166150773405312,3,1,0,0,2,0,0,4,10,0,0,1.0,127.5,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6,162.4,0,5,5,463,812,6,"('192.168.100.122', '80', '192.168.100.135', '56400', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56414,80,6,2025-08-05 02:27:23,15.195458,80.08972154705702,0.6580913849388416,0.3290456924694208,0.3290456924694208,5,5,405,812,109,66,81.0,15.722595205626837,548,66,162.4,192.8,548,66,121.7,142.70953016529765,20366.01,100,100,20,3,1.6883842222222225,10.000135,0.0,3.355528578248466,15.19544,10.000178,0.0,3.79886,4.161398745672181,15.195415,10.000173,3.7e-05,3.7988537500000006,4.161355567812812,3,1,0,0,2,0,0,4,10,0,0,1.0,121.7,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,162.4,0,5,5,405,812,6,"('192.168.100.122', '80', '192.168.100.135', '56414', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56424,80,6,2025-08-05 02:27:23,15.26457,83.13368801086438,0.6551118046561416,0.3275559023280708,0.3275559023280708,5,5,457,812,127,66,91.4,23.122283624244382,548,66,162.4,192.8,548,66,126.9,141.82203636952897,20113.49,100,100,20,3,1.6960633333333335,10.000162,0.0,3.363638315271756,15.264566,10.000173,0.0,3.8161415000000005,4.167296308156075,15.264559,10.000168,1.2e-05,3.81613975,4.167273435865133,3,1,0,0,2,0,0,4,10,0,0,1.0,126.9,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4,162.4,0,5,5,457,812,6,"('192.168.100.122', '80', '192.168.100.135', '56424', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56438,80,6,2025-08-05 02:27:23,15.238674,83.07809459011985,0.6562250757513416,0.3281125378756708,0.3281125378756708,5,5,454,812,110,66,90.8,20.458738964071078,548,66,162.4,192.8,548,66,126.6,141.69276622326205,20076.839999999993,100,100,20,3,1.693186,10.000155,0.0,3.3605884683292526,15.238668,10.000173,0.0,3.809667,4.165055399909045,15.238656,10.000168,2.8e-05,3.8096640000000006,4.165033132851466,3,1,0,0,2,0,0,4,10,0,0,1.0,126.6,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8,162.4,0,5,5,454,812,6,"('192.168.100.122', '80', '192.168.100.135', '56438', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56452,80,6,2025-08-05 02:27:23,15.256237,83.24464283033883,0.6554696285853451,0.32773481429267254,0.32773481429267254,5,5,458,812,118,66,91.6,21.518364250100422,548,66,162.4,192.8,548,66,127.0,141.67074503933407,20070.6,100,100,20,3,1.6951374444444445,10.000149,0.0,3.362646606163303,15.256232,10.000173,0.0,3.8140579999999997,4.16657027020804,15.256213,10.000168,4.9e-05,3.81405325,4.166542919876703,3,1,0,0,2,0,0,4,10,0,0,1.0,127.0,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,162.4,0,5,5,458,812,6,"('192.168.100.122', '80', '192.168.100.135', '56452', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56468,80,6,2025-08-05 02:27:23,15.222645,81.85174127098149,0.6569160615648595,0.32845803078242974,0.32845803078242974,5,5,434,812,106,66,86.8,17.232527382830412,548,66,162.4,192.8,548,66,124.6,141.99732391844572,20163.239999999994,100,100,20,3,1.691405,10.000145,0.0,3.358709050139155,15.222638,10.000173,0.0,3.8056595,4.163687461530494,15.222617,10.000168,2.9e-05,3.80565425,4.16366542673468,3,1,0,0,2,0,0,4,10,0,0,1.0,124.6,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,162.4,0,5,5,434,812,6,"('192.168.100.122', '80', '192.168.100.135', '56468', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56470,80,6,2025-08-05 02:27:23,15.258679,83.55900271576589,0.6553647271824775,0.32768236359123876,0.32768236359123876,5,5,463,812,115,66,92.6,21.86869909253863,548,66,162.4,192.8,548,66,127.5,141.5734791548191,20043.05,100,100,20,3,1.6954087777777778,10.000139,0.0,3.36292913689651,15.258673,10.000173,0.0,3.81466825,4.166780018556137,15.258645,10.000168,4.1e-05,3.81466125,4.166753770376549,3,1,0,0,2,0,0,4,10,0,0,1.0,127.5,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6,162.4,0,5,5,463,812,6,"('192.168.100.122', '80', '192.168.100.135', '56470', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56476,80,6,2025-08-05 02:27:23,15.185451,79.68153201376765,0.6585250579650219,0.32926252898251096,0.32926252898251096,5,5,398,812,104,66,79.6,13.92264342716569,548,66,162.4,192.8,548,66,121.0,142.81736589084676,20396.8,100,100,20,3,1.6872723333333335,10.000135,0.0,3.354343643744266,15.185434,10.000173,0.0,3.7963585,4.160560065242449,15.185413,10.000168,3.5e-05,3.79635325,4.160470252400706,3,1,0,0,2,0,0,4,10,0,0,1.0,121.0,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6,162.4,0,5,5,398,812,6,"('192.168.100.122', '80', '192.168.100.135', '56476', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56484,80,6,2025-08-05 02:27:23,15.219613,81.80234280595703,0.6570469301683295,0.32852346508416475,0.32852346508416475,5,5,433,812,101,66,86.6,16.823792675850473,548,66,162.4,192.8,548,66,124.5,141.99947183000364,20163.85,100,100,20,3,1.6910681111111112,10.00013,0.0,3.358343993837487,15.219605,10.000173,0.0,3.80490125,4.1634296502992205,15.219570000000001,10.00017,3.3e-05,3.8048925000000002,4.163401370914442,3,1,0,0,2,0,0,4,10,0,0,1.0,124.5,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,162.4,0,5,5,433,812,6,"('192.168.100.122', '80', '192.168.100.135', '56484', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56498,80,6,2025-08-05 02:27:23,15.215985,83.13625440613933,0.657203592143394,0.328601796071697,0.328601796071697,5,5,453,812,121,66,90.6,25.271327626383226,548,66,162.4,192.8,548,66,126.5,142.10577046693072,20194.05,100,100,20,3,1.690665,10.000124,0.0,3.3579179820591545,15.215975,10.000173,0.0,3.80399375,4.163129133625834,15.215936,10.000167,3e-05,3.8039840000000003,4.163091842869011,3,1,0,0,2,0,0,4,10,0,0,1.0,126.5,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6,162.4,0,5,5,453,812,6,"('192.168.100.122', '80', '192.168.100.135', '56498', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56502,80,6,2025-08-05 02:27:23,15.217605,81.48457000953829,0.6571336291091797,0.32856681455458986,0.32856681455458986,5,5,428,812,104,66,85.6,16.267759526130202,548,66,162.4,192.8,548,66,124.0,142.10137226642112,20192.8,100,100,20,3,1.690845,10.000162,0.0,3.358125586987214,15.217583999999999,10.000169,0.0,3.8043959999999997,4.163264452671785,15.217598,10.000169,2.9e-05,3.8043994999999997,4.163231804448408,3,1,0,0,2,0,0,4,10,0,0,1.0,124.0,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.6,162.4,0,5,5,428,812,6,"('192.168.100.122', '80', '192.168.100.135', '56502', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56504,80,6,2025-08-05 02:27:23,15.278596,84.88999905488699,0.6545104013483961,0.32725520067419805,0.32725520067419805,5,5,485,812,121,66,97.0,25.573423705088842,548,66,162.4,192.8,548,66,129.7,141.35844509614557,19982.210000000003,100,100,20,3,1.6976217777777778,10.000154,0.0,3.3652872177139415,15.278589,10.000169,0.0,3.81964725,4.168513641102268,15.278580999999999,10.000167,3.1e-05,3.8196452499999998,4.168488949421743,3,1,0,0,2,0,0,4,10,0,0,1.0,129.7,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,162.4,0,5,5,485,812,6,"('192.168.100.122', '80', '192.168.100.135', '56504', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56506,80,6,2025-08-05 02:27:23,16.218649,76.27022448047308,0.6165741671824824,0.3082870835912412,0.3082870835912412,5,5,425,812,109,66,85.0,16.70927885936434,548,66,162.4,192.8,548,66,123.7,142.20833308916886,20223.210000000003,100,100,20,3,1.802072111111111,10.000148,0.0,3.487173132448193,16.218642,10.000169,0.0,4.0546605,4.269400640135714,16.218628,10.000167,4.9e-05,4.054657,4.269366744680468,3,1,0,0,2,0,0,4,10,0,0,1.0,123.7,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,162.4,0,5,5,425,812,6,"('192.168.100.122', '80', '192.168.100.135', '56506', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56520,80,6,2025-08-05 02:27:23,16.230632,77.07648106370719,0.61611895334698,0.30805947667349,0.30805947667349,5,5,439,812,105,66,87.8,17.85945127936466,548,66,162.4,192.8,548,66,125.1,141.90380544580188,20136.689999999995,100,100,20,3,1.8034035555555556,10.000143,0.0,3.488867082735601,16.230628,10.000169,0.0,4.057657,4.270926550285839,16.230605999999998,10.000167,2.7e-05,4.0576514999999995,4.270903252625637,3,1,0,0,2,0,0,4,10,0,0,1.0,125.1,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,162.4,0,5,5,439,812,6,"('192.168.100.122', '80', '192.168.100.135', '56520', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56528,80,6,2025-08-05 02:27:23,16.230604,78.24724206197132,0.6161200162359947,0.30806000811799733,0.30806000811799733,5,5,458,812,120,66,91.6,24.311314238436392,548,66,162.4,192.8,548,66,127.0,141.89644111111454,20134.6,100,100,20,3,1.8034004444444445,10.000137,0.0,3.488857255892509,16.230594,10.000169,0.0,4.0576485,4.270928061215882,16.230572,10.000167,3.5e-05,4.057643,4.270893822818181,3,1,0,0,2,0,0,4,10,0,0,1.0,127.0,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,162.4,0,5,5,458,812,6,"('192.168.100.122', '80', '192.168.100.135', '56528', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56534,80,6,2025-08-05 02:27:23,16.178781,75.34560236645764,0.618093538691203,0.3090467693456015,0.3090467693456015,5,5,407,812,96,66,81.4,13.440238093129155,548,66,162.4,192.8,548,66,121.9,142.53592529604597,20316.49,100,100,20,3,1.7976423333333333,10.000132,0.0,3.4815500269484376,16.178764,10.000169,0.0,4.044691,4.264396647260372,16.178744,10.000166,2.8e-05,4.0446860000000004,4.264302920725262,3,1,0,0,2,0,0,4,10,0,0,1.0,121.9,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,162.4,0,5,5,407,812,6,"('192.168.100.122', '80', '192.168.100.135', '56534', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56548,80,6,2025-08-05 02:27:23,16.169798,74.95455416326166,0.6184369155384625,0.30921845776923124,0.30921845776923124,5,5,400,812,94,66,80.0,12.521980673998822,548,66,162.4,192.8,548,66,121.2,142.6946390023115,20361.760000000002,100,100,20,3,1.7966442222222223,10.000126,0.0,3.480283104476696,16.169775,10.000169,0.0,4.04244375,4.263273751946406,16.169755,10.000168,3e-05,4.04243875,4.263165032189193,3,1,0,0,2,0,0,4,10,0,0,1.0,121.2,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,162.4,0,5,5,400,812,6,"('192.168.100.122', '80', '192.168.100.135', '56548', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56550,80,6,2025-08-05 02:27:23,16.204378,75.96712444007416,0.6171171766049891,0.30855858830249455,0.30855858830249455,5,5,419,812,97,66,83.8,14.551975810864999,548,66,162.4,192.8,548,66,123.1,142.2543145215638,20236.29,100,100,20,3,1.8004864444444446,10.00012,0.0,3.4851514565256903,16.204352999999998,10.000169,0.0,4.051088249999999,4.2676110148789554,16.204329,10.000168,3.2e-05,4.05108225,4.267557247188395,3,1,0,0,2,0,0,4,10,0,0,1.0,123.1,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,162.4,0,5,5,419,812,6,"('192.168.100.122', '80', '192.168.100.135', '56550', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56552,80,6,2025-08-05 02:27:23,16.22159,76.564627758438,0.6164623813078743,0.30823119065393717,0.30823119065393717,5,5,430,812,102,66,86.0,16.39512122553536,548,66,162.4,192.8,548,66,124.2,142.05477816673397,20179.559999999998,100,100,20,3,1.8023988888888889,10.00016,0.0,3.4875996151731137,16.221573,10.000166,0.0,4.05539325,4.269788268714936,16.221584,10.000167,3.7e-05,4.055396,4.269752001300896,3,1,0,0,2,0,0,4,10,0,0,1.0,124.2,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,162.4,0,5,5,430,812,6,"('192.168.100.122', '80', '192.168.100.135', '56552', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56558,80,6,2025-08-05 02:27:23,16.274673,78.89559439996121,0.6144516697816295,0.30722583489081473,0.30722583489081473,5,5,472,812,114,66,94.4,23.191377708105225,548,66,162.4,192.8,548,66,128.4,141.45967623319376,20010.840000000004,100,100,20,3,1.8082969999999996,10.000153,0.0,3.4951039281885294,16.274667,10.000166,0.0,4.06866675,4.2765690866784425,16.274659999999997,10.000167,3.6e-05,4.068665,4.276544927225423,3,1,0,0,2,0,0,4,10,0,0,1.0,128.4,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,162.4,0,5,5,472,812,6,"('192.168.100.122', '80', '192.168.100.135', '56558', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56574,80,6,2025-08-05 02:27:23,16.302572,79.4966585640597,0.6134001432412014,0.3067000716206007,0.3067000716206007,5,5,484,812,128,66,96.8,25.81782330096788,548,66,162.4,192.8,548,66,129.6,141.40381890175382,19995.039999999994,100,100,20,3,1.8113968888888887,10.000149,0.0,3.4990656907875484,16.302554999999998,10.000166,0.0,4.0756387499999995,4.280189898032293,16.302555,10.000168,2.7e-05,4.07563875,4.280146893027994,3,1,0,0,2,0,0,4,10,0,0,1.0,129.6,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8,162.4,0,5,5,484,812,6,"('192.168.100.122', '80', '192.168.100.135', '56574', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56590,80,6,2025-08-05 02:27:23,16.254697,77.577576499888,0.615206792227502,0.307603396113751,0.307603396113751,5,5,449,812,119,66,89.8,20.75957610357206,548,66,162.4,192.8,548,66,126.1,141.84177804864123,20119.09,100,100,20,3,1.8060774444444445,10.000144,0.0,3.4922699644322437,16.254679,10.000167,0.0,4.06366975,4.274009038296852,16.254674,10.000166,1.1e-05,4.0636685,4.273980008558329,3,1,0,0,2,0,0,4,10,0,0,1.0,126.1,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8,162.4,0,5,5,449,812,6,"('192.168.100.122', '80', '192.168.100.135', '56590', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56596,80,6,2025-08-05 02:27:23,16.190747,75.22815346320957,0.6176367279409652,0.3088183639704826,0.3088183639704826,5,5,406,812,96,66,81.2,12.671227249165726,548,66,162.4,192.8,548,66,121.8,142.52915491224945,20314.560000000005,100,100,20,3,1.7989718888888886,10.00014,0.0,3.483225155574626,16.19073,10.000167,0.0,4.0476825,4.265896031364131,16.19072,10.000167,2.8e-05,4.04768,4.265797186863494,3,1,0,0,2,0,0,4,10,0,0,1.0,121.8,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2,162.4,0,5,5,406,812,6,"('192.168.100.122', '80', '192.168.100.135', '56596', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56600,80,6,2025-08-05 02:27:23,16.218564,76.64057064484871,0.6165773985908987,0.30828869929544933,0.30828869929544933,5,5,431,812,103,66,86.2,16.59397481015323,548,66,162.4,192.8,548,66,124.3,142.03946634650526,20175.210000000003,100,100,20,3,1.8020626666666664,10.000134,0.0,3.4871630511564997,16.218554,10.000167,0.0,4.054638499999999,4.269399971279834,16.218531000000002,10.000165,6e-06,4.05463275,4.269369305313747,3,1,0,0,2,0,0,4,10,0,0,1.0,124.3,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,162.4,0,5,5,431,812,6,"('192.168.100.122', '80', '192.168.100.135', '56600', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56608,80,6,2025-08-05 02:27:23,16.203787,75.84646724867466,0.6171396846922267,0.30856984234611334,0.30856984234611334,5,5,417,812,95,66,83.4,14.207040508142432,548,66,162.4,192.8,548,66,122.9,142.29226964245106,20247.089999999997,100,100,20,3,1.8004207777777776,10.000129,0.0,3.4850462422767166,16.203765,10.000167,0.0,4.05094125,4.26753641254784,16.203749000000002,10.000163,2.8e-05,4.0509372500000005,4.267431024472884,3,1,0,0,2,0,0,4,10,0,0,1.0,122.9,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4,162.4,0,5,5,417,812,6,"('192.168.100.122', '80', '192.168.100.135', '56608', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56618,80,6,2025-08-05 02:27:23,16.242533,78.12820820496408,0.6156675193456587,0.30783375967282933,0.30783375967282933,5,5,457,812,115,66,91.4,21.987269043698902,548,66,162.4,192.8,548,66,126.9,141.73175367573776,20087.890000000003,100,100,20,3,1.804725888888889,10.000123,0.0,3.4905366197019507,16.242524,10.000167,0.0,4.060631,4.272447768741299,16.242489,10.000163,3e-05,4.06062225,4.272415026333079,3,1,0,0,2,0,0,4,10,0,0,1.0,126.9,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4,162.4,0,5,5,457,812,6,"('192.168.100.122', '80', '192.168.100.135', '56618', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56626,80,6,2025-08-05 02:27:23,16.284916,79.70566136171658,0.6140651876865684,0.3070325938432842,0.3070325938432842,5,5,486,812,123,66,97.2,26.056860900730154,548,66,162.4,192.8,548,66,129.8,141.379489318642,19988.16,100,100,20,3,1.809435111111111,10.000155,0.0,3.496562638270221,16.28491,10.000162,0.0,4.0712275,4.277891488688411,16.284909,10.000162,3.4e-05,4.07122725,4.277868220891065,3,1,0,0,2,0,0,4,10,0,0,1.0,129.8,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2,162.4,0,5,5,486,812,6,"('192.168.100.122', '80', '192.168.100.135', '56626', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56628,80,6,2025-08-05 02:27:23,16.282504,78.24349375255797,0.6141561519039087,0.30707807595195435,0.30707807595195435,5,5,462,812,132,66,92.4,24.694938752708012,548,66,162.4,192.8,548,66,127.4,141.83032115877057,20115.84,100,100,20,3,1.809167111111111,10.000148,0.0,3.4962148722548005,16.282497,10.000162,0.0,4.07062425,4.2775790999178716,16.28249,10.000162,2.5e-05,4.0706225,4.277553228093515,3,1,0,0,2,0,0,4,10,0,0,1.0,127.4,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4,162.4,0,5,5,462,812,6,"('192.168.100.122', '80', '192.168.100.135', '56628', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56644,80,6,2025-08-05 02:27:23,16.230513,76.64575974893708,0.6161234706506197,0.30806173532530984,0.30806173532530984,5,5,432,812,108,66,86.4,17.22324011328879,548,66,162.4,192.8,548,66,124.4,142.05013199571482,20178.24,100,100,20,3,1.8033903333333332,10.000142,0.0,3.488848201288723,16.230487,10.000162,0.0,4.05762175,4.27091290816509,16.230493,10.00016,1.7e-05,4.05762325,4.27087931368491,3,1,0,0,2,0,0,4,10,0,0,1.0,124.4,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4,162.4,0,5,5,432,812,6,"('192.168.100.122', '80', '192.168.100.135', '56644', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56652,80,6,2025-08-05 02:27:23,16.26248,78.21685253417682,0.6149123626900694,0.3074561813450347,0.3074561813450347,5,5,460,812,110,66,92.0,21.23205124334434,548,66,162.4,192.8,548,66,127.2,141.59929378354965,20050.360000000004,100,100,20,3,1.8069422222222222,10.000138,0.0,3.4933674793840646,16.262467,10.000162,0.0,4.06561675,4.2750071844310025,16.262456,10.000165,2.1e-05,4.065614000000001,4.274973101803741,3,1,0,0,2,0,0,4,10,0,0,1.0,127.2,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,162.4,0,5,5,460,812,6,"('192.168.100.122', '80', '192.168.100.135', '56652', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56660,80,6,2025-08-05 02:27:23,16.206521,76.203893482136,0.6170355747541376,0.3085177873770688,0.3085177873770688,5,5,423,812,99,66,84.6,15.344054223053305,548,66,162.4,192.8,548,66,123.5,142.18596977198558,20216.85,100,100,20,3,1.8007245555555558,10.000132,0.0,3.4854645000092446,16.206496,10.000162,0.0,4.051624,4.267879848247136,16.206491,10.000163,2.7e-05,4.05162275,4.267835450486369,3,1,0,0,2,0,0,4,10,0,0,1.0,123.5,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6,162.4,0,5,5,423,812,6,"('192.168.100.122', '80', '192.168.100.135', '56660', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56672,80,6,2025-08-05 02:27:23,16.25466,77.45471144890142,0.6152081926044592,0.3076040963022296,0.3076040963022296,5,5,447,812,117,66,89.4,20.204949888579286,548,66,162.4,192.8,548,66,125.9,141.8530577745859,20122.290000000005,100,100,20,3,1.8060733333333334,10.000128,0.0,3.4922534684210547,16.254655,10.000162,0.0,4.06366375,4.273995721150079,16.254626000000002,10.000165,2.9e-05,4.0636565000000004,4.273965955895854,3,1,0,0,2,0,0,4,10,0,0,1.0,125.9,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4,162.4,0,5,5,447,812,6,"('192.168.100.122', '80', '192.168.100.135', '56672', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56680,80,6,2025-08-05 02:27:23,16.250498,76.73610987183285,0.6153657567909611,0.30768287839548053,0.30768287839548053,5,5,435,812,127,66,87.0,22.289010745208053,548,66,162.4,192.8,548,66,124.7,142.32220487330852,20255.610000000004,100,100,20,3,1.8056108888888889,10.000121,0.0,3.491664581165342,16.25049,10.000162,0.0,4.0626225,4.2734619691796425,16.250457,10.000162,1.9e-05,4.06261425,4.273436904250276,3,1,0,0,2,0,0,4,10,0,0,1.0,124.7,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,162.4,0,5,5,435,812,6,"('192.168.100.122', '80', '192.168.100.135', '56680', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56682,80,6,2025-08-05 02:27:23,16.274498,78.15909283346251,0.6144582769926298,0.3072291384963149,0.3072291384963149,5,5,460,812,124,66,92.0,22.698017534577772,548,66,162.4,192.8,548,66,127.2,141.71294930245438,20082.560000000005,100,100,20,3,1.8082775555555557,10.000117,0.0,3.4950612544941535,16.274493,10.000162,0.0,4.06862325,4.276546512779755,16.274453,10.000163,2.9e-05,4.06861325,4.276515898310585,3,1,0,0,2,0,0,4,10,0,0,1.0,127.2,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,162.4,0,5,5,460,812,6,"('192.168.100.122', '80', '192.168.100.135', '56682', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56698,80,6,2025-08-05 02:27:23,16.214456,76.28994768618819,0.6167336110443669,0.30836680552218343,0.30836680552218343,5,5,425,812,98,66,85.0,15.517731793016658,548,66,162.4,192.8,548,66,123.7,142.14081046624153,20204.010000000002,100,100,20,3,1.801606222222222,10.000163,0.0,3.4865908692899996,16.214432,10.000171,0.0,4.053608,4.268884764628403,16.214448,10.00017,3.1e-05,4.053612,4.268839621240473,3,1,0,0,2,0,0,4,10,0,0,1.0,123.7,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,162.4,0,5,5,425,812,6,"('192.168.100.122', '80', '192.168.100.135', '56698', '6')",2025-08-05 02:27:23,
192.168.100.135,192.168.100.122,56700,80,6,2025-08-05 02:27:23,16.224312,76.7983258704591,0.6163589556216621,0.30817947781083105,0.30817947781083105,5,5,434,812,102,66,86.8,16.998823488700623,548,66,162.4,192.8,548,66,124.6,141.98323844736038,20159.239999999994,100,100,20,3,1.8027013333333335,10.000156,0.0,3.487981632761975,16.224294,10.000171,0.0,4.0560735,4.270134605570444,16.224297,10.000171,2.7e-05,4.056074249999999,4.2701018263397055,3,1,0,0,2,0,0,4,10,0,0,1.0,124.6,502,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,162.4,0,5,5,434,812,6,"('192.168.100.122', '80', '192.168.100.135', '56700', '6')",2025-08-05 02:27:23,
